disease	drug	proximity	pval
Severe Acute Respiratory Syndrome	loteprednol etabonate	2	0.737578529
Severe Acute Respiratory Syndrome	lovastatin	1.333333333	0.008674182
Severe Acute Respiratory Syndrome	loxapine	2.290322581	0.99958354
Severe Acute Respiratory Syndrome	loxoprofen	2	0.516936005
Severe Acute Respiratory Syndrome	lubiprostone	2	0.565406593
Severe Acute Respiratory Syndrome	lumacaftor	2	0.961685807
Severe Acute Respiratory Syndrome	lumateperone	2	0.684722323
Severe Acute Respiratory Syndrome	lumiracoxib	2	0.488987956
Severe Acute Respiratory Syndrome	lurasidone	2.166666667	0.956223444
Severe Acute Respiratory Syndrome	lusutrombopag	2	0.539827837
Severe Acute Respiratory Syndrome	lutetium lu 177 dotatate	2.8	0.999962333
Severe Acute Respiratory Syndrome	lutropin alfa	2	0.556515708
Severe Acute Respiratory Syndrome	lyme disease vaccine (recombinant ospa)	1	2.08E-23
Severe Acute Respiratory Syndrome	lypressin	2	0.224024752
Severe Acute Respiratory Syndrome	macimorelin	3	0.931405243
Severe Acute Respiratory Syndrome	macitentan	1.5	0.007383403
Severe Acute Respiratory Syndrome	mafenide	2	0.363991023
Severe Acute Respiratory Syndrome	magnesium acetate	2	0.662018519
Severe Acute Respiratory Syndrome	magnesium acetate tetrahydrate	2.285714286	0.987433848
Severe Acute Respiratory Syndrome	magnesium carbonate	2.285714286	0.985863424
Severe Acute Respiratory Syndrome	magnesium cation	2	0.685059521
Severe Acute Respiratory Syndrome	magnesium sulfate	2.166666667	0.523609829
Severe Acute Respiratory Syndrome	malathion	3	0.812033333
Severe Acute Respiratory Syndrome	manganese	1.8	0.260672738
Severe Acute Respiratory Syndrome	manidipine	2.166666667	0.777180112
Severe Acute Respiratory Syndrome	maprotiline	2.176470588	0.934857816
Severe Acute Respiratory Syndrome	maraviroc	1	0.011309699
Severe Acute Respiratory Syndrome	masoprocol	1.5	0.019968885
Severe Acute Respiratory Syndrome	mazindol	2	0.382088578
Severe Acute Respiratory Syndrome	mebendazole	2	0.761446394
Severe Acute Respiratory Syndrome	mecamylamine	2.5	0.965041557
Severe Acute Respiratory Syndrome	mecasermin	1.5	0.010515354
Severe Acute Respiratory Syndrome	mecasermin rinfabate	1.666666667	0.118666683
Severe Acute Respiratory Syndrome	meclizine	1.5	0.008197536
Severe Acute Respiratory Syndrome	meclofenamic acid	2	0.389537016
Severe Acute Respiratory Syndrome	medrogestone	2	0.655955894
Severe Acute Respiratory Syndrome	medroxyprogesterone acetate	2.0625	0.247204828
Severe Acute Respiratory Syndrome	medrysone	2	0.752556199
Severe Acute Respiratory Syndrome	mefenamic acid	2	0.474861447
Severe Acute Respiratory Syndrome	mefloquine	2.333333333	0.914654683
Severe Acute Respiratory Syndrome	megestrol acetate	2	0.780515155
Severe Acute Respiratory Syndrome	meloxicam	2	0.5
Severe Acute Respiratory Syndrome	memantine	2.125	0.394306733
Severe Acute Respiratory Syndrome	menadione	1.307692308	1.14E-13
Severe Acute Respiratory Syndrome	menotropins	2	0.555403771
Severe Acute Respiratory Syndrome	menthyl salicylate	2	0.536003584
Severe Acute Respiratory Syndrome	mepenzolate	2.5	0.972704626
Severe Acute Respiratory Syndrome	meperidine	2.1875	0.972900794
Severe Acute Respiratory Syndrome	mephentermine	2.111111111	0.830534707
Severe Acute Respiratory Syndrome	mephenytoin	2	0.643348413
Severe Acute Respiratory Syndrome	mepivacaine	2	0.251842644
Severe Acute Respiratory Syndrome	mepolizumab	3	0.965854129
Severe Acute Respiratory Syndrome	meprobamate	2.076923077	0.096493972
Severe Acute Respiratory Syndrome	mepyramine	1	0.000131997
Severe Acute Respiratory Syndrome	mercaptopurine	1.5	0.003706431
Severe Acute Respiratory Syndrome	mesalazine	1.714285714	0.153680606
Severe Acute Respiratory Syndrome	mesoridazine	2	0.642321565
Severe Acute Respiratory Syndrome	mestranol	2	0.986044282
Severe Acute Respiratory Syndrome	metamfetamine	2.222222222	0.913169897
Severe Acute Respiratory Syndrome	metamizole	2	0.350260214
Severe Acute Respiratory Syndrome	metaraminol	2	0.460172163
Severe Acute Respiratory Syndrome	metergoline	3	0.983682856
Severe Acute Respiratory Syndrome	metformin	2.333333333	0.81939532
Severe Acute Respiratory Syndrome	methacholine	2	0.542598256
Severe Acute Respiratory Syndrome	methadone	2.214285714	0.975573446
Severe Acute Respiratory Syndrome	methantheline	3	0.981985766
Severe Acute Respiratory Syndrome	methazolamide	2.75	0.982968546
Severe Acute Respiratory Syndrome	methdilazine	1	0.010033437
Severe Acute Respiratory Syndrome	methimazole	2	0.257403133
Severe Acute Respiratory Syndrome	methionine	2.2	0.67669332
Severe Acute Respiratory Syndrome	methocarbamol	3	0.949311146
Severe Acute Respiratory Syndrome	methohexital	2	0.361465073
Severe Acute Respiratory Syndrome	methotrexate	2	0.698996013
Severe Acute Respiratory Syndrome	methotrimeprazine	2.210526316	0.978318561
Severe Acute Respiratory Syndrome	methoxamine	2	0.469190992
Severe Acute Respiratory Syndrome	methoxy polyethylene glycol-epoetin beta	2	0.602636553
Severe Acute Respiratory Syndrome	methoxyflurane	2.111111111	0.20167026
Severe Acute Respiratory Syndrome	methscopolamine bromide	2.333333333	0.907392586
Severe Acute Respiratory Syndrome	methsuximide	2	0.247443801
Severe Acute Respiratory Syndrome	methyclothiazide	2.5	0.979435068
Severe Acute Respiratory Syndrome	methyl aminolevulinate	1	0.000401652
Severe Acute Respiratory Syndrome	methyldopa	2	0.383341964
Severe Acute Respiratory Syndrome	methylene blue	1.5	0.009754457
Severe Acute Respiratory Syndrome	methylergometrine	2	0.359024167
Severe Acute Respiratory Syndrome	methylnaltrexone	2	0.599239516
Severe Acute Respiratory Syndrome	methylphenidate	2	0.397363447
Severe Acute Respiratory Syndrome	methylphenobarbital	2.090909091	0.169498849
Severe Acute Respiratory Syndrome	methylprednisolone	2	0.797264119
Severe Acute Respiratory Syndrome	methyltestosterone	2	0.960832937
Severe Acute Respiratory Syndrome	methyprylon	2.076923077	0.084756623
Severe Acute Respiratory Syndrome	methysergide	2.25	0.877987479
Severe Acute Respiratory Syndrome	metipranolol	1.5	0.183665197
Severe Acute Respiratory Syndrome	metixene	2.4	0.911653483
Severe Acute Respiratory Syndrome	metoclopramide	2.25	0.675440559
Severe Acute Respiratory Syndrome	metocurine	2.5	0.922629046
Severe Acute Respiratory Syndrome	metocurine iodide	3	0.957799198
Severe Acute Respiratory Syndrome	metolazone	2	0.566780568
Severe Acute Respiratory Syndrome	metoprolol	1.5	0.195352916
Severe Acute Respiratory Syndrome	metreleptin	2	0.594351872
Severe Acute Respiratory Syndrome	metyrapone	4	0.986946964
Severe Acute Respiratory Syndrome	metyrosine	2	0.522943119
Severe Acute Respiratory Syndrome	mexiletine	2	0.649739786
Severe Acute Respiratory Syndrome	mianserin	2.130434783	0.860392209
Severe Acute Respiratory Syndrome	miconazole	1.833333333	0.012321588
Severe Acute Respiratory Syndrome	midazolam	2.166666667	0.203812974
Severe Acute Respiratory Syndrome	midodrine	2	0.377174872
Severe Acute Respiratory Syndrome	midostaurin	1.833333333	0.71961994
Severe Acute Respiratory Syndrome	mifamurtide	1.5	0.030499728
Severe Acute Respiratory Syndrome	mifepristone	2	0.787834558
Severe Acute Respiratory Syndrome	migalastat	2	0.539827837
Severe Acute Respiratory Syndrome	miglitol	1.75	0.018630187
Severe Acute Respiratory Syndrome	miglustat	2	0.337981481
Severe Acute Respiratory Syndrome	milnacipran	2.222222222	0.966336455
Severe Acute Respiratory Syndrome	milrinone	2	0.594351872
Severe Acute Respiratory Syndrome	miltefosine	2	0.56945295
Severe Acute Respiratory Syndrome	minaprine	2.111111111	0.775651611
Severe Acute Respiratory Syndrome	minocycline	1.285714286	3.14E-09
Severe Acute Respiratory Syndrome	minoxidil	2	0.421132355
Severe Acute Respiratory Syndrome	mirabegron	2	0.292508808
Severe Acute Respiratory Syndrome	mirtazapine	1.875	0.101680365
Severe Acute Respiratory Syndrome	misoprostol	2	0.276837095
Severe Acute Respiratory Syndrome	mitotane	2.4	0.999491459
Severe Acute Respiratory Syndrome	mitoxantrone	2	0.655955894
Severe Acute Respiratory Syndrome	mivacurium	2.5	0.949196514
Severe Acute Respiratory Syndrome	moclobemide	2	0.282154049
Severe Acute Respiratory Syndrome	modafinil	2	0.509629169
Severe Acute Respiratory Syndrome	moexipril	1	1.96E-06
Severe Acute Respiratory Syndrome	mogamulizumab	1	0.001418066
Severe Acute Respiratory Syndrome	molindone	2.25	0.938526415
Severe Acute Respiratory Syndrome	molsidomine	2	0.460172163
Severe Acute Respiratory Syndrome	mometasone	2	0.783944498
Severe Acute Respiratory Syndrome	mometasone furoate	2	0.773485148
Severe Acute Respiratory Syndrome	monobenzone	2	0.33384476
Severe Acute Respiratory Syndrome	montelukast	3	0.996910841
Severe Acute Respiratory Syndrome	moricizine	2	0.580471939
Severe Acute Respiratory Syndrome	moroctocog alfa	1.363636364	1.11E-07
Severe Acute Respiratory Syndrome	morphine	2	0.465362601
Severe Acute Respiratory Syndrome	moxetumomab pasudotox	2	0.752556199
Severe Acute Respiratory Syndrome	moxifloxacin	2	0.655955894
Severe Acute Respiratory Syndrome	moxisylyte	2.333333333	0.992035506
Severe Acute Respiratory Syndrome	moxonidine	2	0.5
Severe Acute Respiratory Syndrome	muromonab	1.714285714	0.001273042
Severe Acute Respiratory Syndrome	mycophenolate mofetil	1.666666667	0.025400835
Severe Acute Respiratory Syndrome	mycophenolic acid	1.5	0.022677194
Severe Acute Respiratory Syndrome	myrrh	2	0.696887158
Severe Acute Respiratory Syndrome	n-acetylglucosamine	2.428571429	0.970892353
Severe Acute Respiratory Syndrome	nabilone	2.5	0.802629147
Severe Acute Respiratory Syndrome	nabumetone	2	0.573293135
Severe Acute Respiratory Syndrome	nadh	2	0.081462374
Severe Acute Respiratory Syndrome	nadolol	1.5	0.268639272
Severe Acute Respiratory Syndrome	nadroparin	1.5	0.132311087
Severe Acute Respiratory Syndrome	nafarelin	3	0.903991386
Severe Acute Respiratory Syndrome	naftifine	2	0.313974599
Severe Acute Respiratory Syndrome	nalbuphine	2	0.608710553
Severe Acute Respiratory Syndrome	naldemedine	2	0.630795479
Severe Acute Respiratory Syndrome	nalmefene	2	0.564207201
Severe Acute Respiratory Syndrome	naloxegol	2	0.580471939
Severe Acute Respiratory Syndrome	naloxone	1.857142857	0.56705223
Severe Acute Respiratory Syndrome	naltrexone	2	0.615393999
Severe Acute Respiratory Syndrome	nandrolone decanoate	2	0.859492427
Severe Acute Respiratory Syndrome	nandrolone phenpropionate	2	0.859492427
Severe Acute Respiratory Syndrome	naphazoline	2	0.471066841
Severe Acute Respiratory Syndrome	naproxen	2	0.531203109
Severe Acute Respiratory Syndrome	naratriptan	2.5	0.903738893
Severe Acute Respiratory Syndrome	natalizumab	1.636363636	0.00299627
Severe Acute Respiratory Syndrome	nateglinide	2.5	0.975899681
Severe Acute Respiratory Syndrome	nebivolol	1.666666667	0.203828445
Severe Acute Respiratory Syndrome	necitumumab	2	0.994973228
Severe Acute Respiratory Syndrome	nedocromil	2.4	0.986948649
Severe Acute Respiratory Syndrome	nefazodone	2	0.520182155
Severe Acute Respiratory Syndrome	nelarabine	2	0.607564331
Severe Acute Respiratory Syndrome	neomycin	2	0.517763715
Severe Acute Respiratory Syndrome	neostigmine	2	0.550480794
Severe Acute Respiratory Syndrome	nepafenac	2	0.490891907
Severe Acute Respiratory Syndrome	neratinib	2	0.986044282
Severe Acute Respiratory Syndrome	nesiritide	2	0.482236285
Severe Acute Respiratory Syndrome	netarsudil	2	0.61961173
Severe Acute Respiratory Syndrome	netupitant	2	0.348782707
Severe Acute Respiratory Syndrome	niacin	2	0.341358791
Severe Acute Respiratory Syndrome	nialamide	1.666666667	0.032533363
Severe Acute Respiratory Syndrome	nicardipine	2.133333333	0.835889903
Severe Acute Respiratory Syndrome	nicergoline	2	0.43054705
Severe Acute Respiratory Syndrome	nicorandil	3	0.991070869
Severe Acute Respiratory Syndrome	nicotinamide	2	0.648757691
Severe Acute Respiratory Syndrome	nicotine	2.2	0.599367456
Severe Acute Respiratory Syndrome	nifedipine	2	0.684420789
Severe Acute Respiratory Syndrome	nilotinib	1.5	0.292980198
Severe Acute Respiratory Syndrome	nilutamide	2	0.864333939
Severe Acute Respiratory Syndrome	nilvadipine	2.333333333	0.902101305
Severe Acute Respiratory Syndrome	nimesulide	1.5	0.037547176
Severe Acute Respiratory Syndrome	nimodipine	2.2	0.900084277
Severe Acute Respiratory Syndrome	nintedanib	1.666666667	0.203004857
Severe Acute Respiratory Syndrome	niraparib	2	0.807810195
Severe Acute Respiratory Syndrome	nisoldipine	2.2	0.709920296
Severe Acute Respiratory Syndrome	nitisinone	2	0.350260214
Severe Acute Respiratory Syndrome	nitrazepam	2.0625	0.080515725
Severe Acute Respiratory Syndrome	nitrendipine	2.125	0.337044239
Severe Acute Respiratory Syndrome	nitric oxide	2	0.411333367
Severe Acute Respiratory Syndrome	nitroglycerin	2	0.433219432
Severe Acute Respiratory Syndrome	nitroprusside	2	0.486763654
Severe Acute Respiratory Syndrome	nitrous acid	2.25	0.732337964
Severe Acute Respiratory Syndrome	nivolumab	3	0.959298075
Severe Acute Respiratory Syndrome	nizatidine	3	0.781928
Severe Acute Respiratory Syndrome	nomifensine	2	0.275059119
Severe Acute Respiratory Syndrome	nonacog beta pegol	1.333333333	1.63E-09
Severe Acute Respiratory Syndrome	norelgestromin	1.666666667	0.531894949
Severe Acute Respiratory Syndrome	norepinephrine	2.090909091	0.716790518
Severe Acute Respiratory Syndrome	norethisterone	2	0.924466278
Severe Acute Respiratory Syndrome	norethynodrel	1.666666667	0.76000676
Severe Acute Respiratory Syndrome	norfloxacin	2	0.622825128
Severe Acute Respiratory Syndrome	norgestimate	2	0.973883092
Severe Acute Respiratory Syndrome	norgestrel	2	0.894520928
Severe Acute Respiratory Syndrome	nortriptyline	2.041666667	0.616490704
Severe Acute Respiratory Syndrome	noscapine	2	0.392435669
Severe Acute Respiratory Syndrome	nylidrin	1.5	0.000207943
Severe Acute Respiratory Syndrome	obeticholic acid	2	0.615393999
Severe Acute Respiratory Syndrome	obinutuzumab	1	3.26E-07
Severe Acute Respiratory Syndrome	ocrelizumab	1	0.001163293
Severe Acute Respiratory Syndrome	ocriplasmin	1.333333333	0.092607414
Severe Acute Respiratory Syndrome	octocrylene	2	0.997155259
Severe Acute Respiratory Syndrome	octreotide	2.333333333	0.944741496
Severe Acute Respiratory Syndrome	ofatumumab	1	7.21E-05
Severe Acute Respiratory Syndrome	ofloxacin	2	0.649739786
Severe Acute Respiratory Syndrome	olanzapine	2.121212121	0.40112289
Severe Acute Respiratory Syndrome	olaparib	2	0.739254469
Severe Acute Respiratory Syndrome	olaratumab	2	0.660379201
Severe Acute Respiratory Syndrome	oleic acid	2.166666667	0.813356149
Severe Acute Respiratory Syndrome	olmesartan	1	7.67E-09
Severe Acute Respiratory Syndrome	olodaterol	1	0.174385383
Severe Acute Respiratory Syndrome	olopatadine	2	0.164122213
Severe Acute Respiratory Syndrome	olsalazine	1	1.25E-05
Severe Acute Respiratory Syndrome	omacetaxine mepesuccinate	1	0.130825545
Severe Acute Respiratory Syndrome	omalizumab	2	0.483063995
Severe Acute Respiratory Syndrome	omega-3-acid ethyl esters	2	0.677413357
Severe Acute Respiratory Syndrome	omega-3-carboxylic acids	1.833333333	0.053695786
Severe Acute Respiratory Syndrome	omega-3 fatty acids	2	0.787834558
Severe Acute Respiratory Syndrome	omeprazole	2	0.688340369
Severe Acute Respiratory Syndrome	ondansetron	2.2	0.711244915
Severe Acute Respiratory Syndrome	opicapone	1	0.000370198
Severe Acute Respiratory Syndrome	opium	2	0.675392477
Severe Acute Respiratory Syndrome	oprelvekin	2	0.292508808
Severe Acute Respiratory Syndrome	orciprenaline	1	0.179222586
Severe Acute Respiratory Syndrome	orlistat	2	0.408605061
Severe Acute Respiratory Syndrome	ornithine	2.090909091	0.346060267
Severe Acute Respiratory Syndrome	orphenadrine	2	0.322586643
Severe Acute Respiratory Syndrome	oseltamivir	2	0.202926671
Severe Acute Respiratory Syndrome	osimertinib	2	0.994973228
Severe Acute Respiratory Syndrome	ospemifene	2	0.991070869
Severe Acute Respiratory Syndrome	ouabain	2	0.545204053
Severe Acute Respiratory Syndrome	oxacillin	3.5	0.997249863
Severe Acute Respiratory Syndrome	oxandrolone	2	0.883678926
Severe Acute Respiratory Syndrome	oxaprozin	2	0.527362905
Severe Acute Respiratory Syndrome	oxazepam	2.066666667	0.074991868
Severe Acute Respiratory Syndrome	oxcarbazepine	2.5	0.993629666
Severe Acute Respiratory Syndrome	oxetacaine	2	0.384606001
Severe Acute Respiratory Syndrome	oxiconazole	2	0.599239516
Severe Acute Respiratory Syndrome	oxprenolol	1.666666667	0.147025246
Severe Acute Respiratory Syndrome	oxtriphylline	1.8	0.278665131
Severe Acute Respiratory Syndrome	oxybenzone	2	0.981469699
Severe Acute Respiratory Syndrome	oxybuprocaine	2	0.240572099
Severe Acute Respiratory Syndrome	oxybutynin	2.333333333	0.88338334
Severe Acute Respiratory Syndrome	oxycodone	2	0.610462984
Severe Acute Respiratory Syndrome	oxygen	2.4	0.935997591
Severe Acute Respiratory Syndrome	oxymetazoline	2.333333333	0.995434542
Severe Acute Respiratory Syndrome	oxymetholone	2	0.816661941
Severe Acute Respiratory Syndrome	oxymorphone	2	0.59334829
Severe Acute Respiratory Syndrome	oxyphencyclimine	2.333333333	0.891356196
Severe Acute Respiratory Syndrome	oxyphenonium	3	0.983291127
Severe Acute Respiratory Syndrome	oxytocin	2	0.305974178
Severe Acute Respiratory Syndrome	paclitaxel	2	0.869211972
Severe Acute Respiratory Syndrome	palbociclib	2	0.791951177
Severe Acute Respiratory Syndrome	palifermin	1.833333333	0.415045636
Severe Acute Respiratory Syndrome	paliperidone	2.133333333	0.915325913
Severe Acute Respiratory Syndrome	palivizumab	1.666666667	0.002164445
Severe Acute Respiratory Syndrome	palmitic acid	2.1	0.705427363
Severe Acute Respiratory Syndrome	palonosetron	2	0.370481804
Severe Acute Respiratory Syndrome	pamidronic acid	2	0.599239516
Severe Acute Respiratory Syndrome	pancuronium	2.333333333	0.861644279
Severe Acute Respiratory Syndrome	panitumumab	2	0.996474635
Severe Acute Respiratory Syndrome	panobinostat	1.818181818	0.913056985
Severe Acute Respiratory Syndrome	pantoprazole	2	0.493289804
Severe Acute Respiratory Syndrome	papain	1	0.003525365
Severe Acute Respiratory Syndrome	papaverine	2	0.328170027
Severe Acute Respiratory Syndrome	parachlorophenol	2	0.509629169
Severe Acute Respiratory Syndrome	paramethadione	2	0.356651587
Severe Acute Respiratory Syndrome	parathyroid hormone	2	0.397628211
Severe Acute Respiratory Syndrome	parecoxib	1.5	0.004954394
Severe Acute Respiratory Syndrome	pargyline	2	0.233724458
Severe Acute Respiratory Syndrome	paricalcitol	2	0.685059521
Severe Acute Respiratory Syndrome	paroxetine	2.257142857	0.984158336
Severe Acute Respiratory Syndrome	pasireotide	2.5	0.997719428
Severe Acute Respiratory Syndrome	patent blue	1	0.097085996
Severe Acute Respiratory Syndrome	pazopanib	2	0.834086692
Severe Acute Respiratory Syndrome	pefloxacin	2	0.590280184
Severe Acute Respiratory Syndrome	pegademase	1	0.384606001
Severe Acute Respiratory Syndrome	pegaptanib	2	0.607564331
Severe Acute Respiratory Syndrome	pegfilgrastim	2	0.56945295
Severe Acute Respiratory Syndrome	peginesatide	2	0.625042839
Severe Acute Respiratory Syndrome	peginterferon alfa-2a	1	1.59E-06
Severe Acute Respiratory Syndrome	peginterferon alfa-2b	1	3.10E-05
Severe Acute Respiratory Syndrome	pegvisomant	2	0.629927932
Severe Acute Respiratory Syndrome	pembrolizumab	3	0.998030144
Severe Acute Respiratory Syndrome	pemetrexed	2	0.747791673
Severe Acute Respiratory Syndrome	penbutolol	2	0.708240579
Severe Acute Respiratory Syndrome	pentaerythritol tetranitrate	2.333333333	0.922989981
Severe Acute Respiratory Syndrome	pentagastrin	2	0.424072651
Severe Acute Respiratory Syndrome	pentamidine	2	0.607564331
Severe Acute Respiratory Syndrome	pentazocine	2	0.454265659
Severe Acute Respiratory Syndrome	pentobarbital	2.12	0.405756964
Severe Acute Respiratory Syndrome	pentolinium	2	0.27972853
Severe Acute Respiratory Syndrome	pentosan polysulfate	2	0.456516354
Severe Acute Respiratory Syndrome	pentostatin	2	0.419528061
Severe Acute Respiratory Syndrome	pentoxifylline	2	0.344044106
Severe Acute Respiratory Syndrome	pentoxyverine	2.090909091	0.569810051
Severe Acute Respiratory Syndrome	perampanel	2	0.629927932
Severe Acute Respiratory Syndrome	pergolide	2.294117647	0.999211032
Severe Acute Respiratory Syndrome	perhexiline	2.333333333	0.825032285
Severe Acute Respiratory Syndrome	periciazine	2	0.753979679
Severe Acute Respiratory Syndrome	perindopril	1	1.73E-19
Severe Acute Respiratory Syndrome	permethrin	2	0.935917443
Severe Acute Respiratory Syndrome	perphenazine	1.666666667	0.556515708
Severe Acute Respiratory Syndrome	pertuzumab	1	0.116321074
Severe Acute Respiratory Syndrome	pexidartinib	2	0.752856567
Severe Acute Respiratory Syndrome	phenacemide	2	0.435792799
Severe Acute Respiratory Syndrome	phenazopyridine	2	0.390372167
Severe Acute Respiratory Syndrome	phendimetrazine	2	0.444059886
Severe Acute Respiratory Syndrome	phenelzine	2	0.174894563
Severe Acute Respiratory Syndrome	phenformin	2	0.67749962
Severe Acute Respiratory Syndrome	phenindamine	1	0.007917069
Severe Acute Respiratory Syndrome	phenindione	1	0.002325987
Severe Acute Respiratory Syndrome	pheniramine	2	0.379398932
Severe Acute Respiratory Syndrome	phenmetrazine	2	0.402829654
Severe Acute Respiratory Syndrome	phenobarbital	2.153846154	0.946590846
Severe Acute Respiratory Syndrome	phenol	1	0.082831125
Severe Acute Respiratory Syndrome	phenolphthalein	1.75	0.562898535
Severe Acute Respiratory Syndrome	phenoxybenzamine	2	0.905387105
Severe Acute Respiratory Syndrome	phenoxymethylpenicillin	4	0.997351501
Severe Acute Respiratory Syndrome	phenprocoumon	1	0.000370198
Severe Acute Respiratory Syndrome	phentermine	2	0.36016404
Severe Acute Respiratory Syndrome	phentolamine	2	0.492060085
Severe Acute Respiratory Syndrome	phenyl salicylate	2	0.578983205
Severe Acute Respiratory Syndrome	phenylalanine	2.142857143	0.773540302
Severe Acute Respiratory Syndrome	phenylbutazone	2	0.416871062
Severe Acute Respiratory Syndrome	phenylephrine	2	0.517763715
Severe Acute Respiratory Syndrome	phenylpropanolamine	2.166666667	0.967051998
Severe Acute Respiratory Syndrome	phenytoin	2.166666667	0.52550779
Severe Acute Respiratory Syndrome	pholcodine	2	0.608508994
Severe Acute Respiratory Syndrome	phosphatidyl serine	2	0.364625084
Severe Acute Respiratory Syndrome	phylloquinone	1.5	0.003515376
Severe Acute Respiratory Syndrome	physostigmine	2.333333333	0.948997916
Severe Acute Respiratory Syndrome	pidolic acid	2.222222222	0.667864632
Severe Acute Respiratory Syndrome	pilocarpine	2.25	0.804647084
Severe Acute Respiratory Syndrome	pimavanserin	2	0.594351872
Severe Acute Respiratory Syndrome	pimecrolimus	2	0.751749009
Severe Acute Respiratory Syndrome	pimozide	1.75	0.593951541
Severe Acute Respiratory Syndrome	pinaverium	2	0.478762193
Severe Acute Respiratory Syndrome	pindolol	2	0.530306044
Severe Acute Respiratory Syndrome	pioglitazone	2	0.61391224
Severe Acute Respiratory Syndrome	pipecuronium	2.333333333	0.915452729
Severe Acute Respiratory Syndrome	piperazine	2	0.377940583
Severe Acute Respiratory Syndrome	pipotiazine	2	0.531059497
Severe Acute Respiratory Syndrome	pipradrol	2.5	0.972799559
Severe Acute Respiratory Syndrome	pirbuterol	1.5	0.228485704
Severe Acute Respiratory Syndrome	pirenzepine	3	0.97318672
Severe Acute Respiratory Syndrome	piretanide	2	0.298602921
Severe Acute Respiratory Syndrome	pirfenidone	2	0.622825128
Severe Acute Respiratory Syndrome	piroxicam	2	0.571779637
Severe Acute Respiratory Syndrome	pitavastatin	1.5	4.84E-05
Severe Acute Respiratory Syndrome	pitolisant	2.5	0.858366437
Severe Acute Respiratory Syndrome	pizotifen	2.25	0.995829847
Severe Acute Respiratory Syndrome	plecanatide	2	0.5
Severe Acute Respiratory Syndrome	plerixafor	1	0.006830513
Severe Acute Respiratory Syndrome	podofilox	1.666666667	0.346285692
Severe Acute Respiratory Syndrome	polatuzumab vedotin	2	0.477056881
Severe Acute Respiratory Syndrome	polyestradiol phosphate	2	0.980031115
Severe Acute Respiratory Syndrome	polyethylene glycol 400	2	0.186374035
Severe Acute Respiratory Syndrome	polythiazide	2	0.471884802
Severe Acute Respiratory Syndrome	pomalidomide	1.333333333	0.009962064
Severe Acute Respiratory Syndrome	ponatinib	1.666666667	0.256152844
Severe Acute Respiratory Syndrome	porfimer sodium	1.5	0.012215752
Severe Acute Respiratory Syndrome	potassium	2	0.643348413
Severe Acute Respiratory Syndrome	potassium acetate	2	0.679454089
Severe Acute Respiratory Syndrome	potassium cation	2	0.643348413
Severe Acute Respiratory Syndrome	potassium chloride	2.166666667	0.587417271
Severe Acute Respiratory Syndrome	potassium nitrate	2	0.556515708
Severe Acute Respiratory Syndrome	potassium sulfate	2	0.622825128
Severe Acute Respiratory Syndrome	practolol	2	0.585500004
Severe Acute Respiratory Syndrome	pralatrexate	2	0.580471939
Severe Acute Respiratory Syndrome	pralidoxime	2.5	0.826541535
Severe Acute Respiratory Syndrome	pramipexole	2	0.6135437
Severe Acute Respiratory Syndrome	pramlintide	1.75	0.042070556
Severe Acute Respiratory Syndrome	pramocaine	2.142857143	0.567797428
Severe Acute Respiratory Syndrome	prasterone	2.137931034	0.890024015
Severe Acute Respiratory Syndrome	prasugrel	3	0.771665796
Severe Acute Respiratory Syndrome	pravastatin	1.5	0.27972853
Severe Acute Respiratory Syndrome	prazepam	2.066666667	0.128715695
Severe Acute Respiratory Syndrome	prazosin	2.166666667	0.928560954
Severe Acute Respiratory Syndrome	prednicarbate	2	0.742596867
Severe Acute Respiratory Syndrome	prednisolone	2	0.767341939
Severe Acute Respiratory Syndrome	prednisolone acetate	2	0.752556199
Severe Acute Respiratory Syndrome	prednisone	2	0.786862502
Severe Acute Respiratory Syndrome	pregabalin	3	0.987784248
Severe Acute Respiratory Syndrome	pregnenolone	2.5	0.995941886
Severe Acute Respiratory Syndrome	prenylamine	1.5	0.580471939
Severe Acute Respiratory Syndrome	prilocaine	2	0.594351872
Severe Acute Respiratory Syndrome	primaquine	2	0.595346406
Severe Acute Respiratory Syndrome	primidone	2.058823529	0.109923344
Severe Acute Respiratory Syndrome	probenecid	2.333333333	0.704392355
Severe Acute Respiratory Syndrome	probucol	2	0.426706865
Severe Acute Respiratory Syndrome	procainamide	2	0.7468769
Severe Acute Respiratory Syndrome	procaine	2.133333333	0.535285638
Severe Acute Respiratory Syndrome	procarbazine	2	0.260410731
Severe Acute Respiratory Syndrome	procaterol	1	0.150190719
Severe Acute Respiratory Syndrome	prochlorperazine	2.125	0.764149314
Severe Acute Respiratory Syndrome	procyclidine	2.25	0.833176759
Severe Acute Respiratory Syndrome	profenamine	2.333333333	0.909511658
Severe Acute Respiratory Syndrome	proflavine	0	4.74E-07
Severe Acute Respiratory Syndrome	progesterone	1.8	0.805691456
Severe Acute Respiratory Syndrome	proguanil	2	0.460172163
Severe Acute Respiratory Syndrome	promazine	2.071428571	0.546587087
Severe Acute Respiratory Syndrome	promethazine	2.090909091	0.750338781
Severe Acute Respiratory Syndrome	propafenone	1.75	0.302072865
Severe Acute Respiratory Syndrome	propanoic acid	2	0.590280184
Severe Acute Respiratory Syndrome	propantheline	3	0.946590846
Severe Acute Respiratory Syndrome	proparacaine	2	0.26683692
Severe Acute Respiratory Syndrome	propiomazine	2.071428571	0.540051991
